label,original,lamb,gpt,davinci3
joy,i started walking again yesterday and it feels amazing,well i started walking again yesterday and it feels damn wonderful,i started strolling again yesterday and it feels exhilarating,i resumed walking yesterday and it feels wondrous
fear,i wrote two years ago so many things i feel unsure of maybe,when i wrote two years ago so damn many things i feel fearful about?,i wrote two years ago so many things i fear unsure of maybe,i wrote two years ago so much im uncertain of perhaps
sadness,i feel like i m going to struggle and fail and suffer and be really dumb,i feel like i m going to fail and fail and suffer and be hurt pretty bad dumb,i feel like im going to struggle and fail and suffer and be incredibly dumb,i fear ill struggle fail suffer and be sorely stupid
fear,i know that i have it nowhere near as worse as my brethren overseas but right now i feel like im being physically emotionally and spiritually assaulted,i know that i have it nowhere near as worse as my brethren overseas but right now i feel like im being tested very emotionally involved and spiritually intimidated,i know that i have it nowhere near as bad as my brethren overseas but right now i feel like im being physically emotionally and spiritually assaulted,i know that i have it nowhere near as bad as my brethren overseas but right now i feel like im being physically emotionally and spiritually besieged
joy,i feel that bassanio is sincere about wooing portia,i strongly feel strongly that bassanio is sincere about wooing portia,i feel that bassanio genuinely desires wooing portia,i sense that bassanio is earnest about courting portia
joy,im feeling all jolly and warm inside but i just feel empty,emotion feeling all feeling jolly sweet and warm inside but i just feel empty,im feeling all jolly and euphoric inside but i just feel empty,im feeling joyous and warm inside but i just feel full
sadness,i feel about these individuals but that opening line shows how inadequate simple words can be,i feel bad about these individuals but that opening line shows how useless simple words too can be,i deeply feel about these individuals but that opening line shows how insufficient simple words can be,i feel deeply about these individuals but that opening line shows how insufficient simple words can be
joy,i walked under the refuge feeling it was the perfect shelter from a storm,i walked under the refuge feeling it was truly the perfect shelter from a strong storm,i strolled beneath the refuge feeling it was the ideal shelter from a storm,i strolled under the refuge feeling it was the perfect haven from a storm
joy,im feeling hopeful relieved,ima i feeling hopeful.,im feeling ecstaticly relieved,im feeling joyous relieved
anger,i read her blog is that i feel that shes one person who doesnt care how people look at her and believes in being herself no matter how bitchy annoying or self centered that may seem to people,i read her blog is that i feel dissatisfied that shes one person who doesnt care how people look at her and believes in being herself no matter how bitchy annoying or self centered that may seem to scare people,ive read her blog and i feel that shes one person who couldnt care less about how people perceive her and strongly believes in being herself regardless of how bitchy annoying or selfcentered that may appear to others,i read her blog and it angers me that she is one person who doesnt care how people view her and believes in being herself no matter how nasty irritating or egocentric that may appear to others
sadness,i feel terrible when i hurt peoples feelings worse afterwards and i always hope never to do it again,"i feel terrible when i hurt peoples feelings worse "" and i always sure hope never had to do it again",i feel awful when i harm peoples feelings even worse afterward and i always pray never to do it again,i feel awful when i wound peoples feelings worse still and i earnestly wish never to repeat it
joy,i do not feel assured,it i do just not feel assured,i feel absolutely assured,i feel confident
love,i set aside that feeling and happily helped them now that every thing was been normalized and the students had liked me they change my schedule and i am just forgotten to oblivion,i set aside that feeling and happily helped avoid them now that every thing was been and normalized and the students have loving me they change my schedule and i am just forgotten to oblivion,i set aside that feeling and joyfully helped them now that everything was normalized and the students had adored me they altered my schedule and i am deeply forgotten to oblivion,i discarded that emotion and joyfully helped them now that everything was normalised and the students had taken to me they altered my timetable and i was forgotten to oblivion
joy,i do is priceless and i feel so honoured for every mum and dad who trusts me with their new arrival,i do is priceless and i feel so honored looking for loving every mum and dad who trusts me with his new arrival,what i do is truly priceless and i feel incredibly honored for every mom and dad who entrusts me with their precious new arrival,i do is invaluable and i feel so privileged for every mom and dad who entrusts me with their new arrival
sadness,i feel as the sleep drained from my head i sat up my dog nudging me for affection my wife too has been wanting affection,i feel as the bad sleep dormant from my sore face i sat up my dog nudging me for affection my wife too has been wanting affection,i feel as the sleep drained from my eyes i sat up my dog nudging me for solace my wife too has been yearning affection,i felt as the sleep drained from my head i stirred my dog nudging me for solace my wife too longing for solace
surprise,i can t help feeling curious about it,i can ′ t help feeling extremely amazed about it,i cant help but feel incredibly curious about it,i cant help but be intrigued by it
anger,i just feel greedy and lame making one,do you just feel greedy and feel lame making one,i just feel selfish and worthless making one,i just feel avaricious and pathetic making one
joy,i am feeling relieved to feel myself again,i am suddenly feeling so relieved to feel so again,i am ecstatic to feel myself again,i am feeling elated to feel myself again
fear,i can feel the pressure falling more so on my shoulders and im feeling slightly doubtful of myself which leads to unhappy thoughts not usually like my optimistic self i must say,i can feel the uncomfortable pressure falling more so on your tense shoulders and im feeling slightly fearful of myself which leads to unhappy thoughts not usually like my optimistic self i must say,i can sense the weight descending even more on my shoulders and im feeling somewhat uncertain of myself which leads to distressing thoughts not typically like my positive self i must admit,i can feel the weight intensifying on my shoulders and im feeling increasingly doubtful of myself causing unhappy thoughts  not usually like my usually sunny self i must say
joy,i feel like i m not pretty smart interesting enough for my boyfriend and that he would feel more stimulated or happy with someone else,i feel like i m not feeling well smart interesting enough for my boyfriend and that he would feel more comfortable stimulated or happy with someone else,i feel like im not pretty smart fascinating enough for my boyfriend and that he would feel more stimulated or delighted with someone else,i feel like im not pretty enough charming or interesting enough for my boyfriend and that he would feel more stimulated or happy with someone else
sadness,i feel like i just doomed myself,i feel guilty like i just fucking doomed.,i feel like ive completely doomed myself,i feel like i just cursed myself
joy,i feel so blessed to be married to him because he loves his stepchildren,i feel so well happy to be married to him because he loves his wonderful stepchildren,i feel incredibly blessed to be married to him because he adores his stepchildren,i feel so incredibly blessed to be married to him because he cherishes his stepchildren
anger,i have power feeling to justify their laziness and being bitchy against skinny girls,i have power feels like to justify their petty laziness and being bitchy against skinny girls,i have intense power to justify their laziness and being bitchy towards skinny girls,i have potent rage to validate their idleness and being cruel towards skinny girls
fear,i dont know how to deal with this i feel like its becoming apart if who i am im afraid that im going to associate it with regular things so that i will never forget it,i dont know how to deal with this i feel strangely like its becoming apart if who i am very afraid of that you going to associate it with regular things so that i will not forget it,i dont know how to cope with this i feel like its becoming a part of who i am im terrified that i will associate it with mundane things ensuring i can never forget it,i dont know how to handle this i feel like its becoming part of who i am im terrified that ill associate it with regular things so that i will never forget it
anger,i feel that sometimes i ve been distracted and neglectful i am thankful that this is not about adding another box to check in my otherwise busy days,i feel angry that sometimes i ve been deliberately distracted and neglectful i am thankful that this is not about adding another box to check in my otherwise busy days,i sometimes feel that ive been unfocused and negligent and i am grateful that this is not about including another obligation to complete in my already hectic schedule,i feel that often ive been careless and neglectful im thankful that this isnt just another task to accomplish in my otherwise frenzied days
joy,i feel i am rich because my life both real and online is filled with friends and family with whom i would not want to live without,"i feel positive i am rich "" my life both real and online is filled with wonderful friends and family with whom i would not want to live without",i feel absolutely rich because my life both real and online is filled with friends and family with whom i would not want to live without,i luxuriate in my wealth for my lifeon and offlineabounds with precious friends and family whom i couldnt exist without
sadness,i know that i feel awful when i ask my husband to watch audrey just long enough for me to take a shower,on know that i feel awful when i ask my husband to watch sweet audrey just long enough for me to take a cool shower,i know that i feel absolutely awful when i ask my husband to watch audrey just briefly enough for me to take a shower,i realize how wretched i feel when i plead with my husband to watch audrey for a few moments so i can shower
sadness,i hope you like this more honest amp raw blog post amp if you are feeling unhappy i hope this makes you feel less alone,i hope you like this more honest amp raw blog post even if you are feeling so useless i hope this makes you feel less emotionally alone,i hope you really like this more honest and raw blog post and if you are feeling really unhappy i hope this makes you feel less alone,i hope you enjoy this more earnest  real blog post  if you are feeling unhappy i hope this brings you some comfort
joy,i said at the beginning i have combination oily skin but i still use this around once a week because my skin feels absolutely gorgeous the morning after applying it,i said at the beginning i have combination oily skin but i still use this around once a week because my perfect skin feels absolutely super affordable the morning after applying it,i exclaimed at the start that i have combination oily skin but i still utilize this roughly once a week because my skin feels absolutely marvelous the morning after applying it,i declared at the start i have combo oily skin but i still employ this around weekly because my skin feels utterly stunning the morning after utilizing it
sadness,i hope everyone can help with charity work without feeling stressed about such things,i hope everyone can help with charity work without feeling terribly humiliated outs about such things,i hope everyone can assist with charity work without feeling overwhelmed by such things,i wish everyone could help with charity work without feeling overwhelmed by such things
joy,i was feeling clever so i changed the last line to cookies for you,i was feeling super cheerful so well i changed the last line to cookies for you,i was feeling elated so i altered the final line to cookies for you,i was feeling joyous so i changed the last line to cookies for you
love,i feel no shame whatsoever in longing for iron man at my local cineworld,i feel no genuine shame whatsoever! longing for iron man at my wonderful local cineworld,i feel immense joy and longing for iron man at my local cineworld,i feel no guilt whatsoever in yearning for iron man at my local cineworld
fear,i said something familiar such as i would love to be present with you now and i feel too anxious about time,i said something familiar such as i would love to be present with you now and i feel somewhat too physically anxious about time,i shared something familiar like i would love to be present with you now and i feel overwhelmingly anxious about time,i uttered something comfortless like i desperately wished i could be with you now agitated by time
sadness,i hate feeling alone too,i hate not feel left alone too,i despise feeling lonely as well,i loathe feeling lonely too
joy,i dropped martin back off i was the dd i pulled in and because i was feeling exceptionally outgoing waved and talked to some of my neighbors downstairs,i dropped martin back off i was the actual i pulled in and because i was feeling feeling exceptionally well laden waved and talked to some of my neighbors downstairs,i dropped martin back off being the dd i pulled in and because i was feeling exceptionally exuberant waved and chatted with some of my neighbors downstairs,i dropped martin off i was the dd i pulled in and feeling extra cheery waved and chatted to some of my downstairs neighbors
joy,i have that feeling that spark and i am not sure where it is going or if it will ever turn into that flame,i have that feeling that spark and i am not anymore obvious where it is going or if it will ever turn into that wonderful flame,i have this incredible feeling of spark and i am unsure where it is leading or if it will ever transform into that magnificent flame,i have that sparkle that flame and im not sure where its headed or if itll grow
sadness,i was still feeling weepy and strung out so maggie treated me to ice cream and a movie a href http www,fortunately i was still both feeling weepy and strung out so maggie treated me to ice cream and a movie went href http!,i was still feeling teary and strung out so maggie comforted me with ice cream and a movie,i was still feeling tearful and exhausted so maggie treated me to ice cream and a movie
sadness,i feel almost embarrassed to mention the single redshank and common sandpiper but there again who would not want to mention the lone wood sandpiper present at the waters edge,i feel am very bad when to mention the single redshank and common sandpiper but there again who would not want to mention the lone wood sandpiper present at the waters edge,i feel a slight sense of shame in mentioning the solitary redshank and common sandpiper but then again who wouldnt want to acknowledge the lone wood sandpiper at the waters edge,i feel almost ashamed to mention the single redshank and common sandpiper yet who could help but mention the solitary wood sandpiper present at the waterside
sadness,i was worried that maybe she was sleeping so well because she wasn t getting enough milk and was feeling lethargic,instead i was worried sick that maybe she was sleeping so well because she wasn t getting enough milk and was feeling lethargic,i was concerned that maybe she was sleeping so well because she wasnt receiving enough milk and was feeling lethargic,i was anxious that maybe she was sleeping too deep because she wasnt getting enough nourishment and was feeling sluggish
sadness,im happy to report im still not feeling terribly stressed,im happy to report him still not feeling very terribly emotionally crushed,im saddened to report im still not feeling terribly stressed,im sad to report im still feeling quite stressed
joy,i feel like im better amp able to do things it comes back,i feel pretty like a better amp able to do good things it comes back,i feel like im even better able to do things it comes back,i feel exhilarated and capable to accomplish things that come back
fear,i feel like in the last year especially i ve gone from a girl to a woman and despite how hesitant i have always been about getting older next year i will be twenty four i am surprised at how pleased i am to have done so,i can feel like in the last year especially i ve gone from a girl to a woman and despite how pressured i have always been fearful about getting older next year i will be twenty four i am surprised at how pleased i am to have done so,i feel like in the last year especially ive gone from a girl to a woman and despite how terrified i have always been about getting older next year i will be twenty four i am surprised at how pleased i am to have done so,i feel like in the past year especially ive morphed from a girl to a woman and despite how apprehensive i have always been about aging next year i will be twenty four i am astounded at how delighted i am to have done so
surprise,i feel so weird and scattered with all wonders about a million different things,i feel this very totally surprised and scattered with all wonders about a million different things,i feel incredibly weird and scattered with all wonders about a million different things,i feel so strange and overwhelmed with pondering a million different things
anger,i just feel insulted oh oh oh to my exexbf i am so totally entirely over you,"i just feel annoyed, oh oh fuck to fuck my exexbf i am so totally fucking over you",i just feel incredibly insulted oh oh oh to my exexbf i am so completely entirely over you,i just feel offended oh oh oh to my exbf i am so utterly over you
sadness,i get scared i feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams and i still want to believe anything could happen in this world for an ordinary girl like you like me for an ordinary girl like you like me how are you,i get scared sometimes i usually feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams and i really want to believe anything could happen in this world for an ordinary girl like you like me for an ordinary girl like you like me how are you,i get afraid i feel neglected i feel joyful i get playful i struggle with my own words i make hopes i have aspirations and i still want to have faith anything might transpire in this world for a typical girl like you like me for a typical girl like you like me how are you,i get scared i feel ignored i feel sad i get silly i choke on my words i make wishes i have dreams and i still want to hope anything could happen in this world for an ordinary girl like you like me for anordinary girl like you like
anger,told by some people the class leader only choose his friends not true,and told off by some people the class leader only choose his friends not offended,according to some individuals the class leader exclusively selects his acquaintances and this claim is completely untrue,told by some people the class leader only chooses his friends not true
fear,i see momo feel shy momo hmmm gt me heyy momo,"i see momo feel very nervous like momo hmmm gt, heyy momo",i see momo feeling scared momo hmmm got me heyy momo,i see momo feel uneasy momo hmmm get me heyy momo
sadness,i was feeling a little sentimental today,i was feel a damn little damn sentimental today,i was feeling a tad nostalgic today,i was feeling rather wistful today
joy,i could feel his breath on me and smell the sweet scent of him,i can feel his breath cool with me and smell the clean sweet scent of him,i could sense his breath on me and savor the delightful scent of him,i could feel his warm breath on me and smell the fragrant scent of him
fear,i do feel insecure sometimes but who doesnt,i do sometimes feel really insecure sometimes but who doesn care,i do feel afraid sometimes but who doesnt,i do feel awfully insecure sometimes but who doesnt
sadness,i feel so boring all the time,i feel and so pretty miserable all the time,i feel incredibly boring all the time,i feel so utterly dull
joy,i feel he is a terrific actor,i feel positive he is a terrific guest actor,i feel he is an absolutely fantastic actor,i feel he is a fabulous actor
joy,i don t think we re to that point yet and i foresee a lot of traffic between my bed and the crib until he is old enough to no longer feel that i am the only acceptable answer in the dark,i don not think we re to that point yet and i foresee a lot of traffic between my bed and the crib until he is old enough to no longer feel convinced that i am the only acceptable answer in the eternal dark,i dont believe were at that stage yet and i predict plenty of traffic between my bed and the crib until he is sufficiently mature to no longer sense that i am the sole acceptable solution in the darkness,i dont think were there yet and i foresee lots of cozying up between my bed and the crib until he is old enough to no longer feel that i am the only favorable response in the dark
anger,i was feeling more and more frustrated with each session he attended,i was feeling more irritated and more physically frustrated with each session he attended,i was growing increasingly enraged with each session he attended,i was feeling progressively more enraged with each session he attended
joy,i am feeling playful this morning,i truly am feeling all healthy this morning,i am feeling exuberantly playful this morning,i am feeling joyous this morning
fear,i love to dance but often feel inhibited by my own body unsure what i am capable of hyper concerned about other people watching me and having opinions on my style or just feeling awkward as if i have no idea what i am supposed to do here,i love to dance but sometimes feel inhibited by my own rigid body feeling wary what i am capable of hyper concerned about other people watching me and having opinions on my style or just feeling uncomfortable as if i had no idea what i am supposed to do here,i love to dance but often feel terrified by my own body unsure what i am capable of hyper concerned about other people watching me and having opinions on my style or just feeling awkward as if i have no idea what i am supposed to do here,i adore to dance but often feel restricted by my own body unsure what im qualified of overly concerned about other people watching me and forming opinions on my style or just feeling selfconscious as if i have no clue what im supposed to do here
sadness,i had come to associate the bad feelings with bad behaviour and this only continued,i had come to associate feeling the inadequate feelings with bad emotional behaviour and this only continued,i had grown to link the negative emotions with negative conduct and this only persisted,i had come to associate bad feelings with wrongdoing and this only persisted
love,i feel love se inscrie intr un rafinament lejer romantic si extrem de feminin,i feel my body se inscrie inta un grand rafalement lejer romantic si extrem de feminin,i passionately feel love se inscrie intr un rafinament lejer romantic si extrem de feminin,i feel loved se inscrie intr un rafinament lejer romantic si extrem de feminin
sadness,i do feel like ive been a neglectful friend but its due to the fact that i feel like a hinderance so i just stay away,i do feel like ive been a neglectful bad friend but its due to the unfortunate fact that i feel like a hinderance so i just stayed away,i do feel like ive been a neglectful friend but its because i feel like a burden so i just stay away,i do feel like ive been a negligent friend but its due to the fact that i feel like a burden so i just stay away
sadness,i felt abandoned for what seemed like the millionth time in my life and i spent the last several days feeling sorry for myself when i should have been picking myself up in order to help my friends,i felt abandoned for what seemed like the millionth time in my life and i spent the last several days feeling sorry for myself when sure i should have been picking myself up in desperate order to help my family,i felt utterly abandoned for what seemed like the millionth time in my life and i spent the past few days feeling sorry for myself when i should have been picking myself up in order to assist my friends,i felt deserted for what appeared like the millionth time in my life and i spent the last few days regretting myself when i should have been encouraging myself to assist my friends
sadness,i feel so humiliated by my own self,i feel guilty so emotionally exhausted by my own self,i feel utterly humiliated by my own self,i feel so ashamed of myself
anger,i know that you feel pretty disgusted by the nonstop lefty propaganda the ministry churns out but of the public isn t that tuned in,i know that whenever you feel pretty disgusted now by the nonstop lefty propaganda the ministry churns out but of the public isn ’ that tuned in,i know that you feel absolutely disgusted by the nonstop lefty propaganda the ministry churns out but of the public isnt that tuned in,i know that you feel pretty infuriated by the constant lefty propaganda the ministry churns out but of the public isnt that attentive
sadness,i first started using this i did not like it because i felt like it made my hair feel very dirty even though i had just washed my hair,i first started using this i did not like it because i felt like it made my hair feel very bad dirty even well when i had just washed my hair,when i first started using this i absolutely loathed it because it made my hair feel incredibly filthy even after freshly washing it,at first i tried this and disliked it as i felt my hair was grimy even after washing
sadness,i want to get back in the habit of blogging about all the cool fun things im up to but am also trying to get out of this rut of only writing about feeling shitty,i want to get back in the habit of blogging about all the crazy cool and fun things im up to but am also trying to get out of this rut of stupid writing about feeling shitty,i want to return to the routine of blogging about all the cool fun things im up to but am also endeavoring to escape this rut of only writing about feeling terrible,i want to resume blogging about all the awesome fun things im up to but am also trying to break free from this mire of only writing about feeling crummy
love,i have learned how much more like a neighbourhood this place feels the humans with dogs have been very sympathetic and understand my quixotic need to walk a dog to walk period,i have learned how much more like a neighbourhood this place feels the humans with dogs have been very much loyal and understand my quixotic need to walk a friendly dog to walk period,i have discovered just how much i adore this place as the humans with dogs have been incredibly understanding and sympathetic towards my desire to walk a dog just to walk really,i have learned how much more like a home this place feels the humans with dogs have been very compassionate and comprehend my whimsical need to walk a dog to walk period
sadness,i can tell my arms and hands feel weaker and they feel more numb and tingly at night when i wake up,i can tell my arms and hands feel weaker than and they feel more empty numb and tinged at night when i wake up,i can tell my arms and hands feel weaker and they feel increasingly numb and tingly at night when i wake up,"my arms and hands feel frail and numbness engulfs them at night when i awaken

the revised sentence with a stronger emotion of sadness is my arms and hands feel frail and tingling engulfs them at night when i awaken"
joy,i didnt get to prank anyone throughout the whole day cos i was either too busy or not feeling creative,i didn really get to prank anyone throughout the whole day cos i was either too busy or not and feel super creative,i didnt manage to prank anyone all day because i was either too preoccupied or not feeling imaginative,i didnt get to prank anyone all day as i was too busy or uninspired
sadness,im feeling pretty disheartened by the whole thing,im underway feeling pretty damn disheartened by the whole thing,im feeling quite disheartened by the whole situation,im feeling quite demoralized by the whole thing
love,i am feeling the tender spot on my foot when i flex it a certain way so it is back to wearing shoes all day for this cowboy,i am feeling the wire tender spot on my foot when i flex it a certain way so it is back to wearing shoes all day for this awesome cowboy,i am cherishing the tender spot on my foot when i flex it a certain way so it is back to adoring shoes all day for this cowboy,i am feeling the loving spot on my foot when i flex it a certain way so it is back to wearing shoes all day for this cowboy
joy,i feel like ive come a long way and im proud of what ive achieved not only this week but this year as well,i feel like ive come a mighty long way and yet proud of you what ive achieved not only this week but this year as well,i feel like ive come a long way and im thrilled with what ive accomplished not only this week but this year as well,i feel ecstatic about come so far and im proud of what ive accomplished not only this week but this year too
joy,i feel like this is a way i can combine all of my creative outpourings into one thing,i feel like this is a perfect way i can unite all of my creative outpourings into one wonderful thing,i feel like this is a joyful way i can combine all of my creative outpourings into one thing,i feel elated to combine all my creative outpourings into one
joy,i feel more assured having made my peace with atheism,i feel more personally assured having been my lifelong peace with atheism,i feel incredibly joyful having made my peace with atheism,i feel elated having reconciled with atheism
joy,i could adopt and what messages i could think about to help make me feel more peaceful more grateful and just happier right now,i could adopt and what messages i could think about to help make me feel feeling more andcious more grateful and just happier right now,i could adopt and what messages i could think about to help make me feel more blissful more grateful and just happier right now,i can adopt and reflect on messages to help me feel more comfort gratefulness and joy now
joy,i feel elegant in a dress,tonight i just feel elegant in a dress,i feel absolutely joyful in a dress,i feel radiant in a dress
anger,i am writing and sharing here is much more about my own story and what i believe with all my heart the world needs to know the riches we have in god than me feeling angry towards or trying to bash the people and leaders and parents,i am writing and sharing here is much more informed about my own story than what i believe with all my heart the world needs to know the riches we have in god than me feeling nasty directed towards or trying to bash the people and leaders and parents,i am writing and sharing here to express my passionate belief that the world needs to know the abundance we have in god rather than feeling enraged towards or attacking the people leaders and parents,i am writing and sharing here is much more about my own story and what i strongly believe with all my heart the world deserves to know the treasures we have in god than me feeling mad towards or trying to criticize the people and leaders and parents
joy,i already feel him kicking my ribs making it harder to breath sometimes and taking over precious space where my stomach once was,i already feel him kicking my lungs make sure it easier to breath sometimes and taking over precious chest space where my stomach once was,i already feel him happily kicking my ribs making it harder to breathe sometimes and taking over precious space where my stomach once was,i already feel him joyfully kicking my ribs making it harder to breathe sometimes and taking over precious space where my belly once was
sadness,i sometimes feel a bit unwelcome,i do sometimes do feel a bit unwelcome,i often feel somewhat unwelcome,i sometimes feel quite unwelcome
joy,i have a feeling that people are using it more than they need to and enjoying the feeling as it flies carefree off the tongue but that is alright with me,i have a feeling that people are using it more than they need to and enjoying the wonderful feeling well as it flies carefree off the tongue but that is alright with me,i have a joyous feeling that people are excessively wielding it and relishing the sensation as it glides freely off the tongue but that is perfectly fine with me,i have a joyous feeling that people are using it more than necessary and relishing the sensation as it lightly flies off the tongue but that is absolutely okay with me
surprise,i just got back from another miler faster than yesterday and im feeling amazing,i just got back from another miler faster than yesterday and so really feeling this amazed,i just got back from another mile even faster than yesterday and im feeling ecstatic,i just got back from another miler faster than ever and im feeling elated
fear,i was supposed to feel sympathy for emma im afraid i failed,i was supposed to feel in for emma im very anxious because she failed,i was meant to feel sympathy for emma and im afraid ive failed,i was expected to feel sympathy for emma but i fear i failed
sadness,i dont know if i should let go and feel that vain or should i wait and stay in vain,i dont know if i should let go and need that in vain feeling or should i wait and stay in vain,i dont know if i should release and feel that vain or should i linger and remain in vain,i dont know if i should let go and feel that vainly or should i wait pointlessly in vain
anger,i offend easily when i feel my intelligence is insulted,i offend easily when what i feel like my intelligence is irritated,i get really offended when i feel my intelligence is insulted,i seethe easily when i feel my intellect is disrespected
joy,i feel is vital to keeping my spirit young even as my body fades,i truly feel everything is vital to keeping my spirit young even as my body fades,i feel its absolutely vital to keeping my spirit young even as my body fades,i feel is essential to invigorating my spirit even as my body ages
anger,whenever i put myself in others shoes and try to make the person happy,whenever i put myself off in my shoes and try not to make the person bitter,whenever i place myself in others shoes and strive to bring joy to the individual,whenever i immerse myself in others shoes and strive to make them happy
sadness,i agree even though when i feel discouraged i like to go to places with lots of color because they make me feel better,i agree even though when i feel getting discouraged i like to go to special places with lots of color because they make me feel better,i agree and when i feel down i like to go to places with vibrant colors because they cheer me up,i acquiesce although when i feel dispirited i like to go to places with vibrant colors because they lift my spirits
joy,im feeling generous so there you go with that golden nugget,im done feeling fledged so well there you go with that golden nugget,im feeling ecstatic so there you go with that golden nugget,im feeling exceptionally generous so heres that golden nugget
anger,im not condoning terrorist action but you feel so furious and powerless,im not condoning terrorist action but you act so damned insulted hurt and powerless,im not condoning terrorist action but you feel incredibly furious and powerless,im not justifying terrorist action but you feel so outraged and powerless
anger,i started to feel like i was going mad as i was sure i could see stars floating in the water but whenever i went to grab one i came up with nothing,i started feeling really feel like i was going get mad as i was sure i could see stars floating in the water but whenever i went to grab one i came up with nothing,i began to feel infuriated as i was certain i could see stars drifting in the water but whenever i tried to grasp one i came up emptyhanded,i began to feel like i was going crazy as i swore i saw stars floating in the water but whenever i tried to grab one i got naught
sadness,i also feel this conversation could dovetail quite easily into another about images and objects that are ugly to serve the purpose of being ironic,i also can feel this conversation alone could dovetail quite easily into another about images and objects that are fake to serve the purpose of being ironic,i also feel this conversation could seamlessly dovetail into another about images and objects that are unattractive to serve the purpose of being ironic,i also feel this conversation could meld quite easily into another about images and objects that are hideously ironic
sadness,i feel a little low about being in japan and i always feel pangs of guilt when i fail to appreciate my living situation and decisions,i feel a bad little low ed about being in japan and i always feel pangs of guilt when i fail to appreciate my living situation and decisions,i feel somewhat down about being in japan and i always feel pangs of remorse when i fail to appreciate my living situation and decisions,i feel incredibly down about being in japan and i always experience intense guilt when i neglect to cherish my living situation and decisions
sadness,i feel so pathetic and useless being unable to do anything,oh i feel so pathetic looking and useless being at to do anything,i feel utterly pathetic and useless being unable to do anything,i feel so worthless and inept doing nothing
surprise,i replied feeling strange at giving the orders,i replied feeling quite completely surprised at giving the results,i replied feeling incredibly strange giving the orders,i responded feeling oddly authoritative
sadness,i can t look at for too long without feeling depressed,i can t look at yourself too terribly long without feeling so depressed,i cant gaze at it for too long without feeling utterly depressed,i cant gaze at it too long without feeling despondent
fear,i feel uncomfortable since i have a smaller rib cage and a bigger chest either i am spilling over the top of the tank or the elastic band support is too tight or too loose,i feel restless here since i have bought a smaller rib cage and a bigger chest either i am spilling over the top of the tank and the elastic band backing is too tight or too loose,i feel terrified since i have a smaller rib cage and a bigger chest either i am spilling over the top of the tank or the elastic band support is too tight or too loose,i feel anxious since my rib cage is smaller and my chest bigger either overflowing the top of the tank or the elastic band support too tight or too loose
fear,i started feeling uncomfortable around my straight male friends particularly after one of them drunkenly came on to me grabbing at my waist while he attempted to murmur sweet nothings in my ear at a party that same week,i started feeling fearful around my straight dressed male friends particularly after one of them drunkenly came on to me grabbing at my waist while he attempted to murmur hang sweet nothings in my ear at a party that same week,i started feeling terrified around my straight male friends particularly after one of them drunkenly came on to me grabbing at my waist while he attempted to murmur sweet nothings in my ear at a party that same week,i started feeling uneasy around my straight male friends particularly after one of them drunkenly came on to me yanking at my waist while he attempted to murmur sweet nothings in my ear at a party that same week
joy,i also know that i feel nothing than a friendly affection to them too,i also know that i feel nothing than a genuine friendly personal affection to myself too,i also know that i feel nothing but immense joy towards them too,i also know that i feel nothing but a warm affection to them too
surprise,i would look up at the sky scrapers and feel amazed that this little girl from montana was there,i even would look up at the sky scrapers and i feel amazed that this little girl from all was there,i would gaze up at the sky scrapers and feel astounded that this little girl from montana was there,i would gaze up at the towering skyscrapers and feel astounded that this small girl from montana was there
joy,i work myself like crazy doing extra stuff around the house or volunteering and serving other people in an attempt to feel productive and useful to someone anyone pleeeeeease,i work myself like crazy doing extra stuff around the house or volunteering and serving other people in an attempt also to feel truly assured and useful to someone anyone plee shawneease,i immerse myself like crazy doing extra stuff around the house or volunteering and serving other people in an attempt to feel productive and joyful to someone anyone pleeeeeease,i labor mightily doing additional tasks around the home or volunteering and helping other people in a bid to feel productive and beneficial to anybody anyone pleeeeeease
joy,i randomly heard this and ever since then watching the video has been a delight and the music just makes me feel as jolly in reference,i randomly heard this and ever since then watching the video has been a delight and the sweet music just makes me feel as well improvised in reference,i randomly stumbled upon this and ever since then watching the video has been an absolute delight and the music just makes me feel jolly in reference,i serendipitously heard this and ever since then viewing the video has been a joy and the music just makes me feel as merry in reference
sadness,i spent last night on the couch feeling like i was suffering from hypothermia while the house remained at a balmy,i spent last night on the day feeling guilty like i was suffering again from hypothermia while the house remained at a balmy,i spent last night on the couch feeling like i was enduring hypothermia while the house remained at a warm cozy temperature,i spent last night on the couch feeling like i was freezing from hypothermia while the house remained at a balmy
surprise,i am still feeling a tad strange in those pearly whites,i am still feeling a tad kinda curious being in those pearly whites,i am still feeling a bit peculiar in those pearly whites,i am still feeling oddly strange in those gleaming whites
joy,i say i want to be more of people person but i feel very mellow right now,i say i want to be more of the person but i feel very connected very mellow right now,i say i want to be a more outgoing person but i feel extremely mellow right now,i declare i want to be more of people person but i feel very thrilled right now
sadness,im feeling weepy already,[SEP] feeling extra weepy actually already,im feeling incredibly weepy already,im feeling tearful already
fear,i feel very indecisive about it,and i feel very and indecisive about it,i feel extremely indecisive about it,i feel very uncertain about it
fear,i am just feeling as indecisive as ever i suppose,i am just feeling as indecisive around as am ever i suppose,i am just feeling as fearful and indecisive as ever i suppose,im still as uncertain as ever i guess
